names,len,word1,word2,Results_Google,Number_Hits_Google
Pachyella violaceonigra,23,Pachyella,violaceonigra,"Aproximadamente 5.410 resultados (0,42 segundos) ",5410
Panaeolus papilionaceus,23,Panaeolus,papilionaceus,"Aproximadamente 33.700 resultados (0,32 segundos) ",33700
Paxillus atrotomentosus,23,Paxillus,atrotomentosus,"Aproximadamente 23.200 resultados (0,33 segundos) ",23200
Pleurocybella porrigens,23,Pleurocybella,porrigens,"Aproximadamente 46.000 resultados (0,38 segundos) ",46000
Pluteus aurantiorugosus,23,Pluteus,aurantiorugosus,"Aproximadamente 21.600 resultados (0,37 segundos) ",21600
Pluteus brunneoradiatus,23,Pluteus,brunneoradiatus,"Aproximadamente 3.120 resultados (0,53 segundos) ",3120
Psathyrella candolleana,23,Psathyrella,candolleana,"Aproximadamente 43.100 resultados (0,38 segundos) ",43100
Psathyrella multipedata,23,Psathyrella,multipedata,"Aproximadamente 32.300 resultados (0,39 segundos) ",32300
Pulcherricium caeruleum,23,Pulcherricium,caeruleum,"Aproximadamente 49.400 resultados (0,41 segundos) ",49400
Pycnoporus cinnabarinus,23,Pycnoporus,cinnabarinus,"Aproximadamente 85.000 resultados (0,42 segundos) ",85000
Rhodocollybia butyracea,23,Rhodocollybia,butyracea,"Aproximadamente 35.500 resultados (0,35 segundos) ",35500
Russula brunneoviolacea,23,Russula,brunneoviolacea,"Aproximadamente 13.500 resultados (0,39 segundos) ",13500
Scleroderma meridionale,23,Scleroderma,meridionale,"Aproximadamente 57.200 resultados (0,40 segundos) ",57200
Scutellinia trechispora,23,Scutellinia,trechispora,"Aproximadamente 16.300 resultados (0,29 segundos) ",16300
Sphaerosporella brunnea,23,Sphaerosporella,brunnea,"Aproximadamente 95.100 resultados (0,42 segundos) ",95100
Stereum ochraceo-flavum,23,Stereum,ochraceo-flavum,"Aproximadamente 58.900 resultados (0,49 segundos) ",58900
Stropholoma aurantiacum,23,Stropholoma,aurantiacum,"Aproximadamente 828 resultados (0,29 segundos) ",0
Suillellus rhodoxanthus,23,Suillellus,rhodoxanthus,"Aproximadamente 5.600 resultados (0,57 segundos) ",5600
Tephrocybe antracophila,23,Tephrocybe,antracophila,"Aproximadamente 1.470 resultados (0,32 segundos) ",1470
Tolypocladium capitatum,23,Tolypocladium,capitatum,"Aproximadamente 27.300 resultados (0,34 segundos) ",27300
Tomentella ferruginella,23,Tomentella,ferruginella,"Aproximadamente 1.630 resultados (0,43 segundos) ",1630
Tricholoma albobrunneum,23,Tricholoma,albobrunneum,"Aproximadamente 18.300 resultados (0,36 segundos) ",18300
Tricholoma eucalypticum,23,Tricholoma,eucalypticum,"Aproximadamente 2.270 resultados (0,43 segundos) ",2270
Tricholoma filamentosum,23,Tricholoma,filamentosum,"Aproximadamente 5.850 resultados (0,33 segundos) ",5850
Tricholoma scalpturatum,23,Tricholoma,scalpturatum,"Aproximadamente 72.200 resultados (0,37 segundos) ",72200
Tricholoma squarrulosum,23,Tricholoma,squarrulosum,"Aproximadamente 10.800 resultados (0,34 segundos) ",10800
Tricholomopsis rutilans,23,Tricholomopsis,rutilans,"Aproximadamente 50.000 resultados (0,35 segundos) ",50000
Xerocomus pulverulentus,23,Xerocomus,pulverulentus,"Aproximadamente 18.300 resultados (0,48 segundos) ",18300
Xerocomus subtomentosus,23,Xerocomus,subtomentosus,"Aproximadamente 45.800 resultados (0,33 segundos) ",45800
Agrocybe semiorbicularis,24,Agrocybe,semiorbicularis,"Aproximadamente 8.660 resultados (0,38 segundos) ",8660
Albatrellus subrubescens,24,Albatrellus,subrubescens,"Aproximadamente 19.300 resultados (0,70 segundos) ",19300
Biscogniauxia nummularia,24,Biscogniauxia,nummularia,"Aproximadamente 57.700 resultados (0,44 segundos) ",57700
Cantharellus carbonarius,24,Cantharellus,carbonarius,"Aproximadamente 8.510 resultados (0,35 segundos) ",8510
Cantharellus melanoxeros,24,Cantharellus,melanoxeros,"Aproximadamente 8.610 resultados (0,34 segundos) ",8610
Cantharellus tubaeformis,24,Cantharellus,tubaeformis,"Aproximadamente 58.300 resultados (0,87 segundos) ",58300
Cantherellus tubaeformis,24,Cantherellus,tubaeformis,"Aproximadamente 58.300 resultados (0,43 segundos) ",58300
Chalciporus hypochryseus,24,Chalciporus,hypochryseus,"Aproximadamente 1.980 resultados (0,37 segundos) ",1980
Chlorophyllum molybdites,24,Chlorophyllum,molybdites,"Aproximadamente 89.100 resultados (0,46 segundos) ",89100
Chondrostereum purpureum,24,Chondrostereum,purpureum,"Aproximadamente 58.400 resultados (0,50 segundos) ",58400
Clavulinopsis fusiformis,24,Clavulinopsis,fusiformis,"Aproximadamente 53.800 resultados (0,38 segundos) ",53800
Conocybe pseudopilosella,24,Conocybe,pseudopilosella,"Aproximadamente 2.830 resultados (0,39 segundos) ",2830
Coprinopsis atramentaria,24,Coprinopsis,atramentaria,"Aproximadamente 54.500 resultados (0,33 segundos) ",54500
Coprinopsis ephemeroides,24,Coprinopsis,ephemeroides,"Aproximadamente 42.200 resultados (0,32 segundos) ",42200
Coprinopsis macrocephala,24,Coprinopsis,macrocephala,"Aproximadamente 5.410 resultados (0,42 segundos) ",5410
Coprinopsis romagnesiana,24,Coprinopsis,romagnesiana,"Aproximadamente 8.370 resultados (0,38 segundos) ",8370
Cordyceps longisegmentis,24,Cordyceps,longisegmentis,"Aproximadamente 7.520 resultados (0,45 segundos) ",7520
Cortinarius caerulescens,24,Cortinarius,caerulescens,"Aproximadamente 66.600 resultados (0,48 segundos) ",66600
Cortinarius cinnabarinus,24,Cortinarius,cinnabarinus,"Aproximadamente 61.400 resultados (0,36 segundos) ",61400
Cortinarius orellanoides,24,Cortinarius,orellanoides,"Aproximadamente 5.780 resultados (0,39 segundos) ",5780
Cortinarius privignoides,24,Cortinarius,privignoides,"Aproximadamente 9.340 resultados (0,40 segundos) ",9340
Cortinarius purpurascens,24,Cortinarius,purpurascens,"Aproximadamente 60.300 resultados (0,33 segundos) ",60300
Cortinarius rubicundulus,24,Cortinarius,rubicundulus,"Aproximadamente 19.400 resultados (0,36 segundos) ",19400
Cystolepiota fumosifolia,24,Cystolepiota,fumosifolia,"Aproximadamente 2.040 resultados (0,41 segundos) ",2040
Dacrymyces chrysospermus,24,Dacrymyces,chrysospermus,"Aproximadamente 77.000 resultados (0,38 segundos) ",77000
Flammulaster carpophilus,24,Flammulaster,carpophilus,"Aproximadamente 6.010 resultados (0,39 segundos) ",6010
Flammulaster ferrugineus,24,Flammulaster,ferrugineus,"Aproximadamente 5.780 resultados (0,36 segundos) ",5780
Geastrum melanocephalum ,24,Geastrum,melanocephalum,"Aproximadamente 59.900 resultados (0,39 segundos) ",59900
Gymnomyces sublevisporus,24,Gymnomyces,sublevisporus,"Aproximadamente 1.520 resultados (0,42 segundos) ",1520
Hebeloma crustuliniforme,24,Hebeloma,crustuliniforme,"Aproximadamente 51.400 resultados (0,33 segundos) ",51400
Hohenbuehelia petaloides,24,Hohenbuehelia,petaloides,"Aproximadamente 14.500 resultados (0,46 segundos) ",14500
Hygrophorus atramentosus,24,Hygrophorus,atramentosus,"Aproximadamente 10.900 resultados (0,33 segundos) ",10900
Hygrophorus discoxanthus,24,Hygrophorus,discoxanthus,"Aproximadamente 9.610 resultados (0,46 segundos) ",9610
Hygrophorus hyacinthinus,24,Hygrophorus,hyacinthinus,"Aproximadamente 7.270 resultados (0,41 segundos) ",7270
Hygrophorus latitabundus,24,Hygrophorus,latitabundus,"Aproximadamente 11.600 resultados (0,36 segundos) ",11600
Hygrophorus tephroleucus,24,Hygrophorus,tephroleucus,"Aproximadamente 14.000 resultados (0,44 segundos) ",14000
Hymenogaster populetorum,24,Hymenogaster,populetorum,"Aproximadamente 2.420 resultados (0,44 segundos) ",2420
Hysterangium clathroides,24,Hysterangium,clathroides,"Aproximadamente 5.120 resultados (0,41 segundos) ",5120
Imperator rhodopurpureus,24,Imperator,rhodopurpureus,"Aproximadamente 7.730 resultados (0,40 segundos) ",7730
Infundibulicybe geotropa,24,Infundibulicybe,geotropa,"Aproximadamente 16.400 resultados (0,35 segundos) ",16400
Kallistoskypha incarnata,24,Kallistoskypha,incarnata,"Aproximadamente 961 resultados (0,27 segundos) ",0
Kuehneromyces  mutabilis,24,Kuehneromyces,mutabilis,"Aproximadamente 71.800 resultados (0,25 segundos) ",71800
Lachnellula subtilissima,24,Lachnellula,subtilissima,"Aproximadamente 86.300 resultados (0,44 segundos) ",86300
Lepiota brunneoincarnata,24,Lepiota,brunneoincarnata,"Aproximadamente 55.300 resultados (0,38 segundos) ",55300
Leucoagaricus bresadolae,24,Leucoagaricus,bresadolae,"Aproximadamente 9.500 resultados (0,35 segundos) ",9500
Leucopaxillus albissimus,24,Leucopaxillus,albissimus,"Aproximadamente 14.000 resultados (0,40 segundos) ",14000
Leucopaxillus gentianeus,24,Leucopaxillus,gentianeus,"Aproximadamente 12.700 resultados (0,42 segundos) ",12700
Megacollybia platyphylla,24,Megacollybia,platyphylla,"Aproximadamente 23.700 resultados (0,44 segundos) ",23700
Micromphale brassicolens,24,Micromphale,brassicolens,"Aproximadamente 9.480 resultados (0,38 segundos) ",9480
Neoboletus praestigiator,24,Neoboletus,praestigiator,"Aproximadamente 2.720 resultados (0,34 segundos) ",2720
Phaeomarasmius erinaceus,24,Phaeomarasmius,erinaceus,"Aproximadamente 40.000 resultados (0,45 segundos) ",40000
Phylloporus rhodoxanthus,24,Phylloporus,rhodoxanthus,"Aproximadamente 26.300 resultados (0,46 segundos) ",26300
Psathyrella lacrymabunda,24,Psathyrella,lacrymabunda,"Aproximadamente 20.600 resultados (0,33 segundos) ",20600
Pseudohydnum gelatinosum,24,Pseudohydnum,gelatinosum,"Aproximadamente 81.200 resultados (0,34 segundos) ",81200
Pulveroboletus lignicola,24,Pulveroboletus,lignicola,"Aproximadamente 15.600 resultados (0,49 segundos) ",15600
Scutellinia trechisperma,24,Scutellinia,trechisperma,"Aproximadamente 1.600 resultados (0,43 segundos) ",1600
Suillus mediterraneensis,24,Suillus,mediterraneensis,"Aproximadamente 11.600 resultados (0,41 segundos) ",11600
Tricholoma atrosquamosum,24,Tricholoma,atrosquamosum,"Aproximadamente 12.900 resultados (0,35 segundos) ",12900
Tricholoma viridifucatum,24,Tricholoma,viridifucatum,"Aproximadamente 2.930 resultados (0,36 segundos) ",2930
Tricholomella constricta,24,Tricholomella,constricta,"Aproximadamente 4.430 resultados (0,36 segundos) ",4430
Volvariella gloiocephala,24,Volvariella,gloiocephala,"Aproximadamente 52.600 resultados (0,62 segundos) ",52600
Ampulloclitocybe clavipes,25,Ampulloclitocybe,clavipes,"Aproximadamente 34.500 resultados (0,50 segundos) ",34500
Asterophora lycoperdoides,25,Asterophora,lycoperdoides,"Aproximadamente 20.600 resultados (0,45 segundos) ",20600
Cantharellus subpruinosus,25,Cantharellus,subpruinosus,"Aproximadamente 9.560 resultados (0,43 segundos) ",9560
Choiromyces meandriformis,25,Choiromyces,meandriformis,"Aproximadamente 26.200 resultados (0,41 segundos) ",26200
Chondrogaster pachysporus,25,Chondrogaster,pachysporus,"Aproximadamente 2.540 resultados (0,43 segundos) ",2540
Clavariadelphus truncatus,25,Clavariadelphus,truncatus,"Aproximadamente 21.100 resultados (0,62 segundos) ",21100
Clavulinopsis corniculata,25,Clavulinopsis,corniculata,"Aproximadamente 59.700 resultados (0,30 segundos) ",59700
Coprinopsis pseudoradiata,25,Coprinopsis,pseudoradiata,"Aproximadamente 3.170 resultados (0,38 segundos) ",3170
Cordyceps ophioglossoides,25,Cordyceps,ophioglossoides,"Aproximadamente 58.800 resultados (0,44 segundos) ",58800
Cortinarius alboviolaceus,25,Cortinarius,alboviolaceus,"Aproximadamente 41.600 resultados (0,39 segundos) ",41600
Cortinarius inexspectatus,25,Cortinarius,inexspectatus,"Aproximadamente 1.160 resultados (0,35 segundos) ",1160
Cortinarius ochropallidus,25,Cortinarius,ochropallidus,"Aproximadamente 1.860 resultados (0,37 segundos) ",1860
Cortinarius rufoolivaceus,25,Cortinarius,rufoolivaceus,"Aproximadamente 15.700 resultados (0,39 segundos) ",15700
Cortinarius xanthophyllus,25,Cortinarius,xanthophyllus,"Aproximadamente 8.490 resultados (0,40 segundos) ",8490
Cystodermella cinnabarina,25,Cystodermella,cinnabarina,"Aproximadamente 12.900 resultados (0,39 segundos) ",12900
Dermocybe cinnamomeolutea,25,Dermocybe,cinnamomeolutea,"Aproximadamente 2.310 resultados (0,36 segundos) ",2310
Dictyocephalos attenuatus,25,Dictyocephalos,attenuatus,"Aproximadamente 2.760 resultados (0,49 segundos) ",2760
Elaphomyces atropurpureus,25,Elaphomyces,atropurpureus,"Aproximadamente 1.480 resultados (0,38 segundos) ",1480
Glutinoglossum glutinosum,25,Glutinoglossum,glutinosum,"Aproximadamente 3.010 resultados (0,82 segundos) ",3010
Hygrocybe calyptraeformis,25,Hygrocybe,calyptraeformis,"Aproximadamente 2.300 resultados (0,70 segundos) ",2300
Hygrophoropsis aurantiaca,25,Hygrophoropsis,aurantiaca,"Aproximadamente 86.500 resultados (0,34 segundos) ",86500
Hygrophorus camarophyllus,25,Hygrophorus,camarophyllus,"Aproximadamente 27.300 resultados (0,33 segundos) ",27300
Hygrophorus olivaceoalbus,25,Hygrophorus,olivaceoalbus,"Aproximadamente 30.100 resultados (0,38 segundos) ",30100
Hymenoscyphus conscriptum,25,Hymenoscyphus,conscriptum,"Aproximadamente 1.500 resultados (0,41 segundos) ",1500
Hymenoscyphus fructigenus,25,Hymenoscyphus,fructigenus,"Aproximadamente 21.500 resultados (0,45 segundos) ",21500
Hymenoscyphus immutabilis,25,Hymenoscyphus,immutabilis,"Aproximadamente 2.660 resultados (0,42 segundos) ",2660
Lactarius badiosanguineus,25,Lactarius,badiosanguineus,"Aproximadamente 17.600 resultados (0,38 segundos) ",17600
Lactarius repraesentaneus,25,Lactarius,repraesentaneus,"Aproximadamente 27.100 resultados (0,44 segundos) ",27100
Lactarius semisanguifluus,25,Lactarius,semisanguifluus,"Aproximadamente 20.500 resultados (0,50 segundos) ",20500
Leucoagaricus leucothites,25,Leucoagaricus,leucothites,"Aproximadamente 22.800 resultados (0,35 segundos) ",22800
Leucocoprinus cepaestipes,25,Leucocoprinus,cepaestipes,"Aproximadamente 10.200 resultados (0,39 segundos) ",10200
Leucocortinarius bulbiger,25,Leucocortinarius,bulbiger,"Aproximadamente 14.100 resultados (0,44 segundos) ",14100
Leucopaxillus lepistoides,25,Leucopaxillus,lepistoides,"Aproximadamente 4.960 resultados (0,34 segundos) ",4960
Melanogaster tuberiformis,25,Melanogaster,tuberiformis,"Aproximadamente 3.640 resultados (0,40 segundos) ",3640
Pleurotus citrinopileatus,25,Pleurotus,citrinopileatus,"Aproximadamente 56.300 resultados (0,45 segundos) ",56300
Psathyrella marcescibilis,25,Psathyrella,marcescibilis,"Aproximadamente 22.800 resultados (0,41 segundos) ",22800
Pseudoboletus parasiticus,25,Pseudoboletus,parasiticus,"Aproximadamente 30.500 resultados (0,45 segundos) ",30500
Pseudombrophila guldeniae,25,Pseudombrophila,guldeniae,"Aproximadamente 2.500 resultados (0,49 segundos) ",2500
Rhodocollybia butyraceae.,25,Rhodocollybia,butyraceae.,"Aproximadamente 34.700 resultados (0,34 segundos) ",34700
Rubroboletus pulcherrimus,25,Rubroboletus,pulcherrimus,"Aproximadamente 6.160 resultados (0,40 segundos) ",6160
Ruhlandiella berolinensis,25,Ruhlandiella,berolinensis,"Aproximadamente 2.680 resultados (0,43 segundos) ",2680
Stropharia rugosoannulata,25,Stropharia,rugosoannulata,"Aproximadamente 51.200 resultados (0,38 segundos) ",51200
Tricholoma prasinochrysum,25,Tricholoma,prasinochrysum,"Aproximadamente 1.030 resultados (0,26 segundos) ",1030
Xerocomellus chrysenteron,25,Xerocomellus,chrysenteron,"Aproximadamente 180.000 resultados (0,42 segundos) ",180000
Xeromphalina cauticinalis,25,Xeromphalina,cauticinalis,"Aproximadamente 10.100 resultados (0,46 segundos) ",10100
Auricularia auricula-judae,26,Auricularia,auricula-judae,"Aproximadamente 268.000 resultados (0,45 segundos) ",268000
Butyriboletus pseudoregius,26,Butyriboletus,pseudoregius,"Aproximadamente 3.390 resultados (0,36 segundos) ",3390
Chlorosplenium aeruginosum,26,Chlorosplenium,aeruginosum,"Aproximadamente 6.600 resultados (0,35 segundos) ",6600
Coprinopsis erythrocephala,26,Coprinopsis,erythrocephala,"Aproximadamente 47.800 resultados (0,41 segundos) ",47800
Cortinarius elegantissimus,26,Cortinarius,elegantissimus,"Aproximadamente 11.100 resultados (0,37 segundos) ",11100
Craterellus cornucopioides,26,Craterellus,cornucopioides,"Aproximadamente 116.000 resultados (0,35 segundos) ",116000
Dendropolyporus umbellatus,26,Dendropolyporus,umbellatus,"Aproximadamente 6.700 resultados (0,34 segundos) ",6700
Diatrypella verrucaeformis,26,Diatrypella,verrucaeformis,"Aproximadamente 3.140 resultados (0,66 segundos) ",3140
Hohenbuehelia auriscalpium,26,Hohenbuehelia,auriscalpium,"Aproximadamente 14.000 resultados (0,36 segundos) ",14000
Humidicutis calyptriformis,26,Humidicutis,calyptriformis,"Aproximadamente 1.530 resultados (0,37 segundos) ",1530
Paralepistopsis amoenolens,26,Paralepistopsis,amoenolens,"Aproximadamente 1.750 resultados (0,52 segundos) ",1750
Psathyrella spadiceogrisea,26,Psathyrella,spadiceogrisea,"Aproximadamente 17.200 resultados (0,37 segundos) ",17200
Pulveroboletus hemichrysus,26,Pulveroboletus,hemichrysus,"Aproximadamente 4.250 resultados (0,58 segundos) ",4250
Strobilomyces strobilaceus,26,Strobilomyces,strobilaceus,"Aproximadamente 39.100 resultados (0,63 segundos) ",39100
Strobilurus stephanocystis,26,Strobilurus,stephanocystis,"Aproximadamente 12.100 resultados (0,47 segundos) ",12100
Volvopluteus gloiocephalus,26,Volvopluteus,gloiocephalus,"Aproximadamente 13.200 resultados (0,33 segundos) ",13200
Agaricus praeclaresquamosus,27,Agaricus,praeclaresquamosus,"Aproximadamente 14.100 resultados (0,34 segundos) ",14100
Camarophyllus colemannianus,27,Camarophyllus,colemannianus,"Aproximadamente 4.630 resultados (0,38 segundos) ",4630
Cantharellus ferruginascens,27,Cantharellus,ferruginascens,"Aproximadamente 9.420 resultados (0,42 segundos) ",9420
Chlorociboria aeruginascens,27,Chlorociboria,aeruginascens,"Aproximadamente 35.300 resultados (0,33 segundos) ",35300
Chondrogaster angustisporus,27,Chondrogaster,angustisporus,"Aproximadamente 2.520 resultados (0,43 segundos) ",2520
Clavariadelphus pistillaris,27,Clavariadelphus,pistillaris,"Aproximadamente 45.500 resultados (0,35 segundos) ",45500
Cortinarius croceocaeruleus,27,Cortinarius,croceocaeruleus,"Aproximadamente 5.770 resultados (0,41 segundos) ",5770
Cortinarius lividoviolaceus,27,Cortinarius,lividoviolaceus,"Aproximadamente 4.230 resultados (0,60 segundos) ",4230
Hygrocybe aurantiosplendens,27,Hygrocybe,aurantiosplendens,"Aproximadamente 9.790 resultados (0,37 segundos) ",9790
Hygrophorus roseodiscoideus,27,Hygrophorus,roseodiscoideus,"Aproximadamente 3.950 resultados (0,34 segundos) ",3950
