names,word1,word2,Results_Google,Number_Hits_Google
Sparassis laminosa,Sparassis,laminosa,"Aproximadamente 8.200 resultados (0,43 segundos) ",8200.0
Spathularia flavida,Spathularia,flavida,"Aproximadamente 44.100 resultados (0,63 segundos) ",44100.0
Sphaerobolus stellatus,Sphaerobolus,stellatus,"Aproximadamente 24.100 resultados (0,79 segundos) ",24100.0
Sphaerosporella brunnea,Sphaerosporella,brunnea,"Aproximadamente 95.100 resultados (0,42 segundos) ",95100.0
Spinellus fusiger,Spinellus,fusiger,"Aproximadamente 43.600 resultados (0,76 segundos) ",43600.0
Stemonitis  fusca,Stemonitis,fusca,"Aproximadamente 158.000 resultados (0,43 segundos) ",158000.0
Stereum gausapatum,Stereum,gausapatum,"Aproximadamente 26.200 resultados (0,37 segundos) ",26200.0
Stereum hirsutum,Stereum,hirsutum,"Aproximadamente 172.000 resultados (0,37 segundos) ",172000.0
Stereum illudens,Stereum,illudens,"Aproximadamente 12.200 resultados (0,39 segundos) ",12200.0
Stereum insignitum,Stereum,insignitum,"Aproximadamente 8.470 resultados (0,52 segundos) ",8470.0
Stereum ochraceo-flavum,Stereum,ochraceo-flavum,"Aproximadamente 58.900 resultados (0,49 segundos) ",58900.0
Stereum sanguinolentun,Stereum,sanguinolentun,"Aproximadamente 886 resultados (0,45 segundos) ",0.0
Stereum subtomentosum,Stereum,subtomentosum,"Aproximadamente 31.700 resultados (0,37 segundos) ",31700.0
Strobilomyces strobilaceus,Strobilomyces,strobilaceus,"Aproximadamente 39.100 resultados (0,63 segundos) ",39100.0
Strobilurus esculentus,Strobilurus,esculentus,"Aproximadamente 22.500 resultados (0,34 segundos) ",22500.0
Strobilurus stephanocystis,Strobilurus,stephanocystis,"Aproximadamente 12.100 resultados (0,47 segundos) ",12100.0
Strobilurus tenacellus,Strobilurus,tenacellus,"Aproximadamente 23.500 resultados (0,50 segundos) ",23500.0
Stropharia aeruginosa,Stropharia,aeruginosa,"Aproximadamente 119.000 resultados (0,34 segundos) ",119000.0
Stropharia aurantiaca,Stropharia,aurantiaca,"Aproximadamente 107.000 resultados (0,40 segundos) ",107000.0
Stropharia caerulea,Stropharia,caerulea,"Aproximadamente 89.000 resultados (0,34 segundos) ",89000.0
Stropharia coronilla,Stropharia,coronilla,"Aproximadamente 55.100 resultados (0,64 segundos) ",55100.0
Stropharia cyanea,Stropharia,cyanea,"Aproximadamente 68.600 resultados (0,44 segundos) ",68600.0
Stropharia dorsipora,Stropharia,dorsipora,"Aproximadamente 2.480 resultados (0,43 segundos) ",2480.0
Stropharia hornemannii,Stropharia,hornemannii,"Aproximadamente 18.500 resultados (0,41 segundos) ",18500.0
Stropharia inuncta,Stropharia,inuncta,"Aproximadamente 5.390 resultados (0,41 segundos) ",5390.0
Stropharia rugosoannulata,Stropharia,rugosoannulata,"Aproximadamente 51.200 resultados (0,38 segundos) ",51200.0
Stropharia semiglobata,Stropharia,semiglobata,"Aproximadamente 22.600 resultados (0,36 segundos) ",22600.0
Stropharia squamosa,Stropharia,squamosa,"Aproximadamente 75.700 resultados (0,36 segundos) ",75700.0
Stropharia stercoraria,Stropharia,stercoraria,"Aproximadamente 12.200 resultados (0,34 segundos) ",12200.0
Stropholoma aurantiacum,Stropholoma,aurantiacum,"Aproximadamente 828 resultados (0,29 segundos) ",0.0
Suillellus dupainii,Suillellus,dupainii,"Aproximadamente 2.370 resultados (0,43 segundos) ",2370.0
Suillellus luridus,Suillellus,luridus,"Aproximadamente 37.400 resultados (0,45 segundos) ",37400.0
Suillellus queletii,Suillellus,queletii,"Aproximadamente 11.400 resultados (0,39 segundos) ",11400.0
Suillellus rhodoxanthus,Suillellus,rhodoxanthus,"Aproximadamente 5.600 resultados (0,57 segundos) ",5600.0
Suillellus satanas,Suillellus,satanas,"Aproximadamente 5.140 resultados (0,38 segundos) ",5140.0
Suillus bellinii,Suillus,bellinii,"Aproximadamente 30.600 resultados (0,40 segundos) ",30600.0
Suillus bovinus,Suillus,bovinus,"Aproximadamente 81.600 resultados (0,33 segundos) ",81600.0
Suillus collinitus,Suillus,collinitus,"Aproximadamente 36.000 resultados (0,32 segundos) ",36000.0
Suillus flavidus,Suillus,flavidus,"Aproximadamente 16.100 resultados (0,41 segundos) ",16100.0
Suillus granulatus,Suillus,granulatus,"Aproximadamente 93.300 resultados (0,43 segundos) ",93300.0
Suillus grevillei,Suillus,grevillei,"Aproximadamente 68.700 resultados (0,37 segundos) ",68700.0
Suillus grevilleii,Suillus,grevilleii,"Aproximadamente 1.080 resultados (0,39 segundos) ",1080.0
Suillus luteus,Suillus,luteus,"Aproximadamente 148.000 resultados (0,42 segundos) ",148000.0
Suillus mediterraneensis,Suillus,mediterraneensis,"Aproximadamente 11.600 resultados (0,41 segundos) ",11600.0
Suillus tomentosus,Suillus,tomentosus,"Aproximadamente 48.100 resultados (0,38 segundos) ",48100.0
Suillus variegatus,Suillus,variegatus,"Aproximadamente 52.600 resultados (0,36 segundos) ",52600.0
Suillus viscidus,Suillus,viscidus,"Aproximadamente 16.100 resultados (0,35 segundos) ",16100.0
Tarzetta catinus,Tarzetta,catinus,"Aproximadamente 8.820 resultados (0,42 segundos) ",8820.0
Tarzetta cupularis,Tarzetta,cupularis,"Aproximadamente 18.400 resultados (0,50 segundos) ",18400.0
Tectella patellaris,Tectella,patellaris,"Aproximadamente 10.500 resultados (0,37 segundos) ",10500.0
Tephrocybe antracophila,Tephrocybe,antracophila,"Aproximadamente 1.470 resultados (0,32 segundos) ",1470.0
Tephrocybe atrata,Tephrocybe,atrata,"Aproximadamente 6.370 resultados (0,44 segundos) ",6370.0
Tephrocybe palustris,Tephrocybe,palustris,"Aproximadamente 22.300 resultados (0,40 segundos) ",22300.0
Tephrocybe rancida,Tephrocybe,rancida,"Aproximadamente 7.960 resultados (0,46 segundos) ",7960.0
Terfezia arenaria,Terfezia,arenaria,"Aproximadamente 12.300 resultados (0,34 segundos) ",12300.0
Terfezia claveryi,Terfezia,claveryi,"Aproximadamente 16.000 resultados (0,39 segundos) ",16000.0
Terfezia leptoderma,Terfezia,leptoderma,"Aproximadamente 5.880 resultados (0,42 segundos) ",5880.0
Terfezia magnusii,Terfezia,magnusii,"Aproximadamente 3.630 resultados (0,45 segundos) ",3630.0
Terfezia olbiensis,Terfezia,olbiensis,"Aproximadamente 2.970 resultados (0,28 segundos) ",2970.0
Thelephora palmata,Thelephora,palmata,"Aproximadamente 74.200 resultados (0,45 segundos) ",74200.0
Thelephora terrestris,Thelephora,terrestris,"Aproximadamente 121.000 resultados (0,39 segundos) ",121000.0
Tirmania nivea,Tirmania,nivea,"Aproximadamente 8.290 resultados (0,46 segundos) ",8290.0
Tolypocladium capitatum,Tolypocladium,capitatum,"Aproximadamente 27.300 resultados (0,34 segundos) ",27300.0
Tolypocladium ophioglossoides,Tolypocladium,ophioglossoides,"Aproximadamente 14.800 resultados (0,43 segundos) ",14800.0
Tomentella ferruginella,Tomentella,ferruginella,"Aproximadamente 1.630 resultados (0,43 segundos) ",1630.0
Torrendia pulchella,Torrendia,pulchella,"Aproximadamente 3.780 resultados (0,56 segundos) ",3780.0
Trametes gibbosa,Trametes,gibbosa,"Aproximadamente 122.000 resultados (0,52 segundos) ",122000.0
Trametes hirsuta,Trametes,hirsuta,"Aproximadamente 171.000 resultados (0,46 segundos) ",171000.0
Trametes trogii,Trametes,trogii,"Aproximadamente 157.000 resultados (0,40 segundos) ",157000.0
Trametes versicolor,Trametes,versicolor,"Aproximadamente 736.000 resultados (0,47 segundos) ",736000.0
Tremella aurantia,Tremella,aurantia,"Aproximadamente 80.600 resultados (0,36 segundos) ",80600.0
Tremella encephala,Tremella,encephala,"Aproximadamente 53.400 resultados (0,43 segundos) ",53400.0
Tremella foliacea,Tremella,foliacea,"Aproximadamente 92.400 resultados (0,40 segundos) ",92400.0
Tremella fuciformis,Tremella,fuciformis,"Aproximadamente 348.000 resultados (0,71 segundos) ",348000.0
Tremella mesenterica,Tremella,mesenterica,"Aproximadamente 176.000 resultados (0,41 segundos) ",176000.0
Tremiscus helvelloides,Tremiscus,helvelloides,"Aproximadamente 76.400 resultados (0,41 segundos) ",76400.0
Trichaptum abietinum,Trichaptum,abietinum,"Aproximadamente 51.500 resultados (0,40 segundos) ",51500.0
Trichaptum biforme,Trichaptum,biforme,"Aproximadamente 82.900 resultados (0,38 segundos) ",82900.0
Trichaptum hollii,Trichaptum,hollii,"Aproximadamente 1.690 resultados (0,39 segundos) ",1690.0
Trichia botrytis,Trichia,botrytis,"Aproximadamente 55.400 resultados (0,41 segundos) ",55400.0
Trichia decipiens,Trichia,decipiens,"Aproximadamente 125.000 resultados (0,48 segundos) ",125000.0
Trichoderma pulvinatum,Trichoderma,pulvinatum,"Aproximadamente 8.100 resultados (0,33 segundos) ",8100.0
Trichoglossum hirsutum,Trichoglossum,hirsutum,"Aproximadamente 63.100 resultados (0,36 segundos) ",63100.0
Tricholoma acerbum,Tricholoma,acerbum,"Aproximadamente 19.400 resultados (0,40 segundos) ",19400.0
Tricholoma albidum,Tricholoma,albidum,"Aproximadamente 18.100 resultados (0,35 segundos) ",18100.0
Tricholoma albobrunneum,Tricholoma,albobrunneum,"Aproximadamente 18.300 resultados (0,36 segundos) ",18300.0
Tricholoma album,Tricholoma,album,"Aproximadamente 102.000 resultados (0,47 segundos) ",102000.0
Tricholoma atrosquamosum,Tricholoma,atrosquamosum,"Aproximadamente 12.900 resultados (0,35 segundos) ",12900.0
Tricholoma auratum,Tricholoma,auratum,"Aproximadamente 7.550 resultados (0,48 segundos) ",7550.0
Tricholoma boudieri,Tricholoma,boudieri,"Aproximadamente 17.800 resultados (0,46 segundos) ",17800.0
Tricholoma bufonium,Tricholoma,bufonium,"Aproximadamente 7.740 resultados (0,35 segundos) ",7740.0
Tricholoma caligatum,Tricholoma,caligatum,"Aproximadamente 16.900 resultados (0,36 segundos) ",16900.0
Tricholoma colossus,Tricholoma,colossus,"Aproximadamente 13.200 resultados (0,41 segundos) ",13200.0
Tricholoma columbetta,Tricholoma,columbetta,"Aproximadamente 19.100 resultados (0,48 segundos) ",19100.0
Tricholoma equestre,Tricholoma,equestre,"Aproximadamente 57.700 resultados (0,42 segundos) ",57700.0
Tricholoma eucalypticum,Tricholoma,eucalypticum,"Aproximadamente 2.270 resultados (0,43 segundos) ",2270.0
Tricholoma filamentosum,Tricholoma,filamentosum,"Aproximadamente 5.850 resultados (0,33 segundos) ",5850.0
Tricholoma flavovirens,Tricholoma,flavovirens,"Aproximadamente 46.500 resultados (0,46 segundos) ",46500.0
Tricholoma focale,Tricholoma,focale,"Aproximadamente 267.000 resultados (0,38 segundos) ",267000.0
Tricholoma fulvum,Tricholoma,fulvum,"Aproximadamente 39.500 resultados (0,39 segundos) ",39500.0
Tricholoma gausapatum,Tricholoma,gausapatum,"Aproximadamente 15.000 resultados (0,44 segundos) ",15000.0
Tricholoma imbricatum,Tricholoma,imbricatum,"Aproximadamente 41.700 resultados (0,47 segundos) ",41700.0
Tricholoma joachimii,Tricholoma,joachimii,"Aproximadamente 6.560 resultados (0,36 segundos) ",6560.0
Tricholoma josserandii,Tricholoma,josserandii,"Aproximadamente 13.000 resultados (0,38 segundos) ",13000.0
Tricholoma lascivum,Tricholoma,lascivum,"Aproximadamente 19.700 resultados (0,39 segundos) ",19700.0
Tricholoma matsutake,Tricholoma,matsutake,"Aproximadamente 590.000 resultados (0,69 segundos) ",590000.0
Tricholoma muscarium,Tricholoma,muscarium,"Aproximadamente 27.900 resultados (0,40 segundos) ",27900.0
Tricholoma myomyces,Tricholoma,myomyces,"Aproximadamente 19.100 resultados (0,52 segundos) ",19100.0
Tricholoma orirubens,Tricholoma,orirubens,"Aproximadamente 15.000 resultados (0,40 segundos) ",15000.0
Tricholoma pardinum,Tricholoma,pardinum,"Aproximadamente 189.000 resultados (0,40 segundos) ",189000.0
Tricholoma pessundatum,Tricholoma,pessundatum,"Aproximadamente 20.300 resultados (0,35 segundos) ",20300.0
Tricholoma populinum,Tricholoma,populinum,"Aproximadamente 90.200 resultados (0,39 segundos) ",90200.0
Tricholoma portentosum,Tricholoma,portentosum,"Aproximadamente 45.000 resultados (0,35 segundos) ",45000.0
Tricholoma prasinochrysum,Tricholoma,prasinochrysum,"Aproximadamente 1.030 resultados (0,26 segundos) ",1030.0
Tricholoma psammopus,Tricholoma,psammopus,"Aproximadamente 10.500 resultados (0,34 segundos) ",10500.0
Tricholoma ramentaceum,Tricholoma,ramentaceum,"Aproximadamente 2.430 resultados (0,37 segundos) ",2430.0
Tricholoma saponaceum,Tricholoma,saponaceum,"Aproximadamente 38.100 resultados (0,34 segundos) ",38100.0
Tricholoma scalpturatum,Tricholoma,scalpturatum,"Aproximadamente 72.200 resultados (0,37 segundos) ",72200.0
Tricholoma sciodes,Tricholoma,sciodes,"Aproximadamente 13.500 resultados (0,32 segundos) ",13500.0
Tricholoma sejunctum,Tricholoma,sejunctum,"Aproximadamente 21.500 resultados (0,34 segundos) ",21500.0
Tricholoma squarrulosum,Tricholoma,squarrulosum,"Aproximadamente 10.800 resultados (0,34 segundos) ",10800.0
Tricholoma sulphureum,Tricholoma,sulphureum,"Aproximadamente 33.800 resultados (0,33 segundos) ",33800.0
Tricholoma terreum,Tricholoma,terreum,"Aproximadamente 66.000 resultados (0,37 segundos) ",66000.0
Tricholoma ustale,Tricholoma,ustale,"Aproximadamente 34.000 resultados (0,40 segundos) ",34000.0
Tricholoma ustaloides,Tricholoma,ustaloides,"Aproximadamente 10.400 resultados (0,60 segundos) ",10400.0
Tricholoma vaccinum,Tricholoma,vaccinum,"Aproximadamente 144.000 resultados (0,50 segundos) ",144000.0
Tricholoma virgatum,Tricholoma,virgatum,"Aproximadamente 28.900 resultados (0,33 segundos) ",28900.0
Tricholoma viridifucatum,Tricholoma,viridifucatum,"Aproximadamente 2.930 resultados (0,36 segundos) ",2930.0
Tricholomella constricta,Tricholomella,constricta,"Aproximadamente 4.430 resultados (0,36 segundos) ",4430.0
Tricholomopsis rutilans,Tricholomopsis,rutilans,"Aproximadamente 50.000 resultados (0,35 segundos) ",50000.0
Tricholosporum goniospermum,Tricholosporum,goniospermum,"Aproximadamente 5.420 resultados (0,44 segundos) ",5420.0
Trogia venenata,Trogia,venenata,"Aproximadamente 47.200 resultados (0,41 segundos) ",47200.0
Tubaria cistophila,Tubaria,cistophila,"Aproximadamente 745 resultados (0,42 segundos) ",0.0
Tubaria conspersa,Tubaria,conspersa,"Aproximadamente 9.670 resultados (0,32 segundos) ",9670.0
Tubaria dispersa,Tubaria,dispersa,"Aproximadamente 16.800 resultados (0,35 segundos) ",16800.0
Tubaria furfuracea,Tubaria,furfuracea,"Aproximadamente 34.100 resultados (0,69 segundos) ",34100.0
Tubaria hiemalis,Tubaria,hiemalis,"Aproximadamente 12.500 resultados (0,38 segundos) ",12500.0
Tubaria romagnesiana,Tubaria,romagnesiana,"Aproximadamente 4.410 resultados (0,32 segundos) ",4410.0
Tuber aestivum,Tuber,aestivum,"Aproximadamente 473.000 resultados (0,40 segundos) ",473000.0
Tuber borchii,Tuber,borchii,"Aproximadamente 77.700 resultados (0,46 segundos) ",77700.0
Tuber brumale,Tuber,brumale,"Aproximadamente 59.000 resultados (0,33 segundos) ",59000.0
Tuber cistophilum,Tuber,cistophilum,"Aproximadamente 2.960 resultados (0,36 segundos) ",2960.0
Tuber dryophilum,Tuber,dryophilum,"Aproximadamente 8.740 resultados (0,44 segundos) ",8740.0
Tuber excavatum,Tuber,excavatum,"Aproximadamente 49.300 resultados (0,41 segundos) ",49300.0
Tuber ferrugineum,Tuber,ferrugineum,"Aproximadamente 72.600 resultados (0,42 segundos) ",72600.0
Tuber fulgens,Tuber,fulgens,"Aproximadamente 1.070.000 resultados (0,46 segundos) ",1070.0
Tuber indicum,Tuber,indicum,"Aproximadamente 146.000 resultados (0,35 segundos) ",146000.0
Tuber macrosporum,Tuber,macrosporum,"Aproximadamente 18.700 resultados (0,40 segundos) ",18700.0
Tuber maculatum,Tuber,maculatum,"Aproximadamente 496.000 resultados (0,40 segundos) ",496000.0
Tuber magnatum,Tuber,magnatum,"Aproximadamente 224.000 resultados (0,44 segundos) ",224000.0
Tuber melanosporum,Tuber,melanosporum,"Aproximadamente 335.000 resultados (0,41 segundos) ",335000.0
Tuber mesentericum,Tuber,mesentericum,"Aproximadamente 27.200 resultados (0,33 segundos) ",27200.0
Tuber nitidum,Tuber,nitidum,"Aproximadamente 97.400 resultados (0,37 segundos) ",97400.0
Tuber panniferum,Tuber,panniferum,"Aproximadamente 3.320 resultados (0,34 segundos) ",3320.0
Tuber puberulum,Tuber,puberulum,"Aproximadamente 17.200 resultados (0,33 segundos) ",17200.0
Tuber rufum,Tuber,rufum,"Aproximadamente 35.500 resultados (0,37 segundos) ",35500.0
Tubifera ferruginosa,Tubifera,ferruginosa,"Aproximadamente 66.300 resultados (0,33 segundos) ",66300.0
Tulostoma beccarianum,Tulostoma,beccarianum,"Aproximadamente 2.390 resultados (0,35 segundos) ",2390.0
Tulostoma brumale,Tulostoma,brumale,"Aproximadamente 25.900 resultados (0,35 segundos) ",25900.0
Tulostoma cyclophorum,Tulostoma,cyclophorum,"Aproximadamente 2.510 resultados (0,44 segundos) ",2510.0
Tulostoma fimbriatum,Tulostoma,fimbriatum,"Aproximadamente 78.200 resultados (0,44 segundos) ",78200.0
Turbinellus floccosus,Turbinellus,floccosus,"Aproximadamente 173.000 resultados (0,59 segundos) ",173000.0
Turbinellus kauffmanii,Turbinellus,kauffmanii,"Aproximadamente 5.180 resultados (0,37 segundos) ",5180.0
Tylopilus felleus,Tylopilus,felleus,"Aproximadamente 58.600 resultados (0,38 segundos) ",58600.0
Typhrasa gossypina,Typhrasa,gossypina,"Aproximadamente 1.130 resultados (0,44 segundos) ",1130.0
Typhula contorta,Typhula,contorta,"Aproximadamente 17.300 resultados (0,45 segundos) ",17300.0
Typhula fistulosa,Typhula,fistulosa,"Aproximadamente 12.200 resultados (0,37 segundos) ",12200.0
Tyromyces albidus,Tyromyces,albidus,"Aproximadamente 5.950 resultados (0,32 segundos) ",5950.0
Tyromyces caesius,Tyromyces,caesius,"Aproximadamente 14.800 resultados (0,32 segundos) ",14800.0
Tyromyces fragilis,Tyromyces,fragilis,"Aproximadamente 65.400 resultados (0,44 segundos) ",65400.0
Tyromyces stipticus,Tyromyces,stipticus,"Aproximadamente 11.800 resultados (0,28 segundos) ",11800.0
Tyromyces subcaesius,Tyromyces,subcaesius,"Aproximadamente 36.000 resultados (0,39 segundos) ",36000.0
Urnula rhytidia,Urnula,rhytidia,"Aproximadamente 2.100 resultados (0,35 segundos) ",2100.0
Ustilago maydis,Ustilago,maydis,"Aproximadamente 332.000 resultados (0,39 segundos) ",332000.0
Ustulina deusta,Ustulina,deusta,"Aproximadamente 74.600 resultados (0,38 segundos) ",74600.0
Vascellum pratense,Vascellum,pratense,"Aproximadamente 29.400 resultados (0,43 segundos) ",29400.0
Verpa bohemica,Verpa,bohemica,"Aproximadamente 79.900 resultados (0,62 segundos) ",79900.0
Verpa digitaliformis,Verpa,digitaliformis,"Aproximadamente 11.500 resultados (0,52 segundos) ",11500.0
Volvariella bombycina,Volvariella,bombycina,"Aproximadamente 41.100 resultados (0,35 segundos) ",41100.0
Volvariella gloiocephala,Volvariella,gloiocephala,"Aproximadamente 52.600 resultados (0,62 segundos) ",52600.0
